Timeline,olbi1,olbi2,olbi2r,olbi3,olbi3r,olbi4,olbi4r,olbi5,olbi6,olbi6r,olbi7,olbi8,olbi8r,olbi9,olbi9r,olbi10,olbi11,olbi11r,olbi12,olbi12r,olbi13,olbi14,olbi15,olbi16,olbi16r,Gender,Age,Education_level
16462,1,1,4,3,2,2,3,3,4,1,2,1,4,2,3,3,2,3,2,3,3,2,2,3,2,2,1965,5
16462,3,3,2,3,2,2,3,3,4,1,3,2,3,3,2,2,3,2,3,2,4,1,4,2,3,2,1977,5
16462,2,2,3,2,3,1,4,1,1,4,2,2,3,2,3,1,1,4,1,4,2,2,2,3,2,1,1957,6
16462,1,2,3,4,1,2,3,2,3,2,1,3,2,3,2,2,4,1,3,2,1,1,2,2,3,1,1955,5
16462,1,1,4,4,1,1,4,1,1,4,1,3,2,2,3,4,4,1,1,4,3,2,1,1,4,1,1961,6
16462,1,2,3,4,1,1,4,4,4,1,1,1,4,4,1,4,2,3,2,3,1,1,1,2,3,1,1964,3
16462,1,2,3,4,1,3,2,2,3,2,1,3,2,3,2,2,4,1,3,2,4,1,1,1,4,1,1959,6
16462,1,1,4,3,2,1,4,3,4,1,1,2,3,3,2,3,4,1,1,4,3,1,2,2,3,1,1971,6
16462,1,1,4,2,3,2,3,2,2,3,1,2,3,4,1,3,4,1,2,3,2,2,2,1,4,2,1963,6
16462,2,3,2,4,1,4,1,2,3,2,2,3,2,2,3,3,2,3,3,2,4,2,3,2,3,1,1964,6
16462,1,2,3,4,1,1,4,1,4,1,1,4,1,3,2,2,4,1,2,3,4,1,3,2,3,1,1968,5
16462,2,4,1,4,1,4,1,1,4,1,1,4,1,2,3,1,4,1,4,1,2,1,3,1,4,1,1977,6
16462,3,1,4,2,3,1,4,2,3,2,1,3,2,3,2,4,4,1,2,3,3,2,2,1,4,2,1960,6
16462,1,1,4,3,2,3,2,1,3,2,1,2,3,2,3,1,3,2,4,1,1,1,2,1,4,1, ,6
16462,1,3,2,3,2,3,2,2,4,1,1,3,2,4,1,2,4,1,2,3,2,2,3,2,3,1, ,5
16462,3,4,1,3,2,4,1,2,3,2,2,3,2,3,2,2,4,1,3,2,3,2,2,2,3,1, ,4
16462,2,3,2,4,1,4,1,3,3,2,4,3,2,3,2,3,4,1,3,2,2,1,2,2,3,2,1962,4
16462,1,1,4,3,2,3,2,2,2,3,1,4,1,4,1,2,4,1,1,4,4,2,2,1,4,1,1977,4
16462,1,2,3,4,1,3,2,1,4,1,1,4,1,4,1,2,4,1,4,1,1,1,2,2,3,1,1972,6
16462,1,2,3,4,1,2,3,3,3,2,2,2,3,3,2,3,4,1,2,3,2,1,2,1,4,2,1967,2
16463,1,4,1,2,3,3,2,2,3,2,1,4,1,3,2,2,4,1,2,3,2,2,2,1,4,2,1965,4
16463,1,3,2,4,1,4,1,2,4,1,2,3,2,3,2,1,4,1,3,2,4,2,4,2,3,1,1962,5
16463,2,3,2,4,1,3,2,2,4,1,1,4,1,3,2,2,4,1,3,2,1,1,2,2,3,2,1977,5
16463,4,3,2,4,1,3,2,3,4,1,1,4,1,3,2,2,4,1,3,2,1,1,1,2,3,1, ,5
16463,2,1,4,3,2,2,3,3,3,2,2,2,3,2,3,3,2,3,2,3,3,2,3,3,2,2,1973,6
16463,1,1,4,4,1,4,1,1,4,1,4,4,1,4,1,1,4,1,4,1,4,1,4,1,4,1, ,6
16463,1,1,4,4,1,1,4,2,4,1,1,3,2,2,3,4,3,2,1,4,4,2,3,2,3,2,1992,5
16463,3,2,3,4,1,4,1,2,2,3,2,3,2,2,3,2,2,3,3,2,2,1,2,2,3,1,1970,6
16463,2,2,3,4,1,3,2,2,2,3,1,2,3,2,3,2,3,2,3,2,3,2,3,2,3,1,1971,5
16463,1,2,3,3,2,2,3,2,3,2,2,3,2,2,3,2,4,1,3,2,3,2,2,2,3, , , 
16463,1,1,4,3,2,2,3,2,4,1,1,3,2,4,1,1,1,4,2,3,4,2,1,2,3,1,1974,1
16463,1,3,2,4,1,3,2,2,4,1,1,4,1,3,2,1,4,1,2,3,1,2,2,1,4,1,1975,4
16463,4,1,4,1,4,2,3,4,1,4,3,2,3,3,2,1,1,4,3,2,2,3,1,3,2,1,1960,5
16463,1,4,1,4,1,4,1,1,3,2,1,3,2,4,1,1,4,1,4,1,1,2,3,1,4,2,1975,5
16463,1,2,3,3,2,4,1,1,2,3,2,3,2,3,2,3,1,4,1,4,4,1,3,2,3,2,1975,6
16464,1,1,4,4,1,1,4,2,2,3,1,2,3,3,2,2,4,1,3,2,2,1,1,2,3,2,1981,2
16464,2,1,4,3,2,1,4,2,4,1,1,2,3,3,2,2,4,1,3,2,1,1,1,1,4, , ,5
16464,1,3,2,4,1,1,4,1,4,1,1,2,3,3,2,2,4,1,2,3,1,1,1,2,3,1,1970,1
16464,1,4,1,4,1,3,2,2,3,2,2,3,2,3,2,2,4,1,3,2,4,1,3,1,4,1,1958,5
16464,1,2,3,3,2,3,2,3,4,1,1,3,2,3,2,2,3,2,3,2,2,1,2,1,4,1,1974,6
16464,1,2,3,3,2,1,4,2,4,1,1,3,2,3,2,3,4,1,1,4,2,2,2,2,3,2,1965,2
16464,1,1,4,4,1,2,3,3,4,1,1,4,1,4,1,3,4,1,3,2,1,1,1,1,4,2,1958,3
16464,2,3,2,3,2,2,3,4,3,2,2,3,2,4,1,3,2,3,3,2,2,2,2,2,3,1,1971,2
16464,1,2,3,3,2,2,3,4,2,3,2,2,3,2,3,3,3,2,2,3,3,3,1,2,3,1,1984,4
16464,1,4,1,4,1,2,3,1,4,1,1,3,2,3,2,3,4,1,3,2,1,2,2,1,4,2,1971,5
16464,2,2,3,3,2,2,3,2,2,3,3,2,3,2,3,3,3,2,3,2,3,2,2,3,2,1,1974,2
16464,1,2,3,4,1,4,1,3,3,2,2,3,2,3,2,3,2,3,1,4,4,1,1,2,3,2, ,6
16464,1,1,4,4,1,3,2,2,4,1,1,4,1,1,4,1,4,1,4,1,2,1,2,1,4,2,1966,5
16464,1,4,1,4,1,3,2,1,3,2,1,4,1,4,1,1,4,1,3,2,1,1,2,1,4,1,1967,6
16464,1,1,4,4,1,2,3,2,4,1,1,2,3,1,4,4,4,1,2,3,1,1,1,1,4,1, ,6
16464,2,2,3,4,1,2,3,3,2,3,1,2,3,3,2,3,3,2,2,3,2,2,3,2,3,1,1972,2
16464,1,4,1,4,1,4,1,1,4,1,1,4,1,4,1,1,4,1,4,1,2,1,2,1,4,1,1969,4
16464,1,1,4,4,1,1,4,1,4,1,1,2,3,2,3,2,4,1,2,3,1,2,3,2,3,1,1952,6
16464,2,2,3,4,1,2,3,3,2,3,2,2,3,3,2,3,2,3,2,3,4,1,2,2,3,1,1973,2
16464,1,4,1,4,1,3,2,1,4,1,1,4,1,4,1,1,4,1,4,1,1,1,4,1,4,2,1963,2
16464,1,3,2,4,1,3,2,3,4,1,1,4,1,3,2,2,4,1,3,2,4,1,2,2,3,2,1958,2
16464,3,2,3,1,4,2,3,3,2,3,4,3,2,2,3,3,3,2,1,4,4,3,2,4,1,1,1962,4
16464,1,1,4,4,1,4,1,3,4,1,1,2,3,3,2,3,4,1,2,3,4,2,3,1,4,2,1966,6
16464,1,2,3,3,2,3,2,2,3,2,1,4,1,4,1,1,4,1,3,2,2,1,1,1,4,1,1966,3
16464,1,3,2,4,1,3,2,2,3,2,2,3,2,2,3,2,3,2,3,2,3,1,1,2,3,1,1966,3
16464,1,4,1,4,1,4,1,1,4,1,1,4,1,4,1,1,4,1,4,1,2,1,4,2,3,2,1969,5
16464,1,2,3,4,1,4,1,1,4,1,1,4,1,3,2,1,2,3,4,1,3,1,4,1,4,2,1977,6
16464,2,1,4,4,1,3,2,2,3,2,2,4,1,2,3,1,3,2,3,2,4,2,2,2,3,1,1985,4
16464,1,2,3,3,2,1,4,2,3,2,1,3,2,2,3,3,2,3,2,3,3,1,2,2,3,1,1967,6
16465,1,3,2,4,1,4,1,1,4,1,1,4,1,3,2,2,3,2,3,2,3,1,2,1,4,1,1965,2
16465,1,2,3,4,1,2,3,2,3,2,4,3,2,2,3,2,3,2,3,2,3,2,2,2,3,1,1959,2
16465,2,1,4,4,1,2,3,3,1,4,2,2,3,2,3,3,3,2,2,3,4,2,2,2,3, ,1981,3
16465,1,2,3,4,1,3,2,1,4,1,1,4,1,4,1,1,4,1,4,1,1,1,4,1,4,1,1980,5
16465,2,3,2,3,2,2,3,2,3,2,2,3,2,2,3,2,3,2,3,2,3,2,2,2,3,2,1970,5
16465,2,2,3,3,2,3,2,3,3,2,1,2,3,3,2,2,3,2,2,3,1,1,2,2,3,1,1961,2
16465,2,1,4,4,1,3,2,2,3,2,1,3,2,3,2,1,4,1,4,1,1,2,3,1,4,1,1967,2
16465,2,3,2,4,1,1,4,2,3,2,2,3,2,1,4,2,4,1,1,4,3,1,2,1,4,1,1939,2
16465,1,4,1,4,1,4,1,2,4,1,1,4,1,4,1,2,4,1,4,1,1,1,3,1,4,1,1963,5
16465,3,3,2,4,1,3,2,2,3,2,3,4,1,2,3,4,4,1,3,2,4,2,3,3,2,1,1965,4
16465,3,1,4,1,4,1,4,3,1,4,4,1,4,1,4,4,1,4,1,4,4,1,1,2,3,1,1965,1
16465,2,1,4,3,2,2,3,3,2,3,3,2,3,2,3,3,2,3,2,3,2,2,2,2,3,1,1972,4
16465,1,4,1,4,1,3,2,1,4,1,1,4,1,4,1,2,4,1,4,1,1,1,1,1,4,2,1971,4
16465,1,3,2,4,1,3,2,2,3,2,2,3,2,3,2,2,4,1,4,1,3,1,2,2,3,2,1974,2
16465,3,2,3,3,2,2,3,2,2,3,2,3,2,2,3,3,2,3,2,3,3,2,2,3,2,2,1965,4
16465,2,1,4,3,2,2,3,3,2,3,3,1,4,1,4,3,2,3,1,4,2,2,2,3,2,1,1960,2
16465,1,4,1,4,1,4,1,1,1,4,1,4,1,4,1,1,4,1,4,1,1,1,2,1,4,2,1972,2
16465,3,1,4,3,2,2,3,3,2,3,3,2,3,2,3,3,3,2,2,3,3,2,2,3,2,1,1967,4
16465,3,3,2,3,2,3,2,2,3,2,2,3,2,3,2,2,3,2,2,3,3,2,2,2,3,1,1971,3
16465,2,2,3,3,2,3,2,3,4,1,3,2,3,2,3,3,2,3,2,3,4,2,2,3,2,2,1984,2
16468,1,2,3,3,2,3,2,2,3,2,1,2,3,3,2,2,3,2,2,3,1,2,2,2,3,2,1973,3
16468,2,1,4,3,2,1,4,2,2,3,3,1,4,1,4,2,2,3,2,3,4,3,2,1,4,1,1956,5
16468,2,4,1,3,2,4,1,4,4,1,1,4,1,4,1,1,4,1,4,1,4,1,4,1,4,1,1972,4
16468,2,3,2,4,1,3,2,2,2,3,2,2,3,3,2,2,4,1,3,2,4,2,2,2,3,1,1956,5
16468,3,3,2,3,2,3,2,3,3,2,3,1,4,2,3,2,3,2,3,2,3,2,3,2,3,1,1956,5
16468,1,3,2,4,1,2,3,3,3,2,2,4,1,3,2,3,4,1,2,3,3,2,3,2,3,2,1982,4
16470,1,2,3,4,1,3,2,1,4,1,1,3,2,3,2,3,4,1,2,3,1,1,1,1,4,2,1992,5
16470,2,4,1,4,1,3,2,2,2,3,1,1,4,4,1,4,4,1,1,4,3,2,2,1,4, ,1954,5
16470,2,1,4,2,3,1,4,1,2,3,2,2,3,2,3,3,2,3,2,3,4,1,3,2,3,1, ,3
16470,1,3,2,4,1,3,2,2,4,1,4,4,1,4,1,3,4,1,3,2,1,1,2,1,4,2,1956,5
16470,1,1,4,3,2,2,3,3,3,2,2,2,3,3,2,1,2,3,2,3,3,2,2,1,4,1,1967,5
16470,2,3,2,3,2,3,2,2,3,2,2,4,1,4,1,1,4,1,3,2,2,1,3,1,4,2,1979,3
16470,1,3,2,4,1,1,4,2,3,2,1,2,3,2,3,3,4,1,2,3,1,1,2,1,4,2,1968,5
16470,1,3,2,4,1,3,2,1,3,2,1,3,2,2,3,2,3,2,2,3,1,1,1,1,4,1, ,3
16470,2,2,3,3,2,1,4,3,4,1,2,2,3,3,2,3,3,2,2,3,4,1,1,2,3,2,1976,2
16470,2,4,1,4,1,4,1,2,4,1,1,3,2,3,2,2,4,1,4,1,4,2,3,1,4,1,1970,5
16470,1,2,3,4,1,4,1,3,4,1,1,2,3,4,1,1,4,1,2,3,4,1,1,1,4,1,1977,6
16470,2,2,3,3,2,2,3,2,2,3,2,3,2,3,2,2,3,2,3,2,2,3,2,2,3,1, ,2
16470,1,2,3,4,1,4,1,1,4,1,1,4,1,4,1,2,4,1,4,1,3,1,4,1,4,1,1978,6
16470,1,1,4,4,1,1,4,2,4,1,1,3,2,4,1,3,3,2,2,3,3,2,3,1,4,2,1960,5
16470,1,4,1,4,1,3,2,2,4,1,1,3,2,4,1,2,4,1,3,2,2,2,3,1,4,1, ,2
16470,1,2,3,3,2,1,4,2,3,2,2,3,2,2,3,2,3,2,1,4,3,2,2,2,3,2,1989,5
16470,3,1,4,3,2,4,1,3,2,3,3,2,3,2,3,2,1,4,2,3,4,2,2,3,2,1,1961,3
16470,1,3,2,3,2,3,2,2,2,3,3,3,2,3,2,1,3,2,3,2,3,1,2,3,2,1,1985,5
16471,3,2,3,4,1,1,4,3,3,2,2,3,2,3,2,3,2,3,1,4,3,1,1,2,3,2,1960,2
16471,1,1,4,2,3,4,1,1,3,2,1,1,4,4,1,2,4,1,2,3,1,1,1,1,4,2,1962,6
16471,1,3,2,4,1,2,3,2,4,1,2,4,1,2,3,3,3,2,2,3,2,1,2,2,3,2,1962,5
16471,1,3,2,4,1,2,3,2,4,1,1,3,2,2,3,2,3,2,2,3,1,1,2,2,3,1,1959,4
16471,2,4,1,4,1,1,4,1,3,2,1,3,2,4,1,2,4,1,4,1,1,1,2,1,4,1,1960,5
16471,2,1,4,3,2,2,3,2,2,3,2,3,2,2,3,2,2,3,2,3,3,2,2,3,2,1,1967,2
16471,3,3,2,4,1,2,3,1,4,1,1,3,2,4,1,3,4,1,2,3,3,1,1,2,3,1,1960,2
16472,2,4,1,4,1,3,2,2,4,1,1,4,1,4,1,3,4,1,3,2,4,2,1,1,4,1,1959,4
16472,4,3,2,4,1,2,3,2,4,1,1,3,2,3,2,2,4,1,3,2,4,2,1,2,3,1,1959,4
16472,3,3,2,3,2,2,3,2,3,2,2,3,2,3,2,3,3,2,3,2,2,2,3,3,2,1,1965,3
16472,2,2,3,3,2,3,2,1,3,2,1,2,3,3,2,3,4,1,4,1,2,2,3,3,2,2,1970,6
16472,3,3,2,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,3,2,2,2,3,2,3,2,1955,5
16472,2,2,3,2,3,3,2,1,3,2,1,2,3,2,3,3,4,1,3,2,2,2,3,3,2,2,1969,4
16472,3,3,2,2,3,3,2,2,2,3,1,2,3,3,2,2,3,2,3,2,2,1,3,2,3,1,1963,5
16472,2,3,2,3,2,3,2,2,3,2,2,3,2,2,3,3,3,2,3,2,3,2,3,3,2,2,1975,4
16472,1,3,2,4,1,2,3,2,3,2,1,3,2,3,2,2,4,1,3,2,2,2,2,2,3,1,1968,4
16472,1,1,4,2,3,3,2,2,2,3,4,3,2,3,2,3,2,3,2,3,3,4,4,4,1,1,1983,5
16472,2,1,4,3,2,4,1,2,4,1,1,3,2,2,3,4,2,3,1,4,2,3,2,4,1,2,1984,2
16472,2,1,4,4,1,3,2,3,4,1,3,2,3,2,3,3,2,3,3,2,3,1,3,2,3,1,1975,1
16472,1,2,3,2,3,4,1,3,3,2,1,3,2,2,3,1,3,2,4,1,4,2,2,2,3,1,1975,6
16472,2,2,3,4,1,3,2,2,4,1,1,3,2,4,1,2,4,1,3,2,2,2,2,2,3,1,1969,4
16472,2,1,4,3,2,2,3,2,4,1,4,3,2,2,3,2,3,2,3,2,1,1,3,1,4,2, ,5
16472,3,3,2,2,3,3,2,3,2,3,2,2,3,2,3,3,3,2,2,3,3,3,2,3,2,2,1960,5
16472,3,3,2,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,3,2,2,2,3,2,3,2,1960,5
16472,2,3,2,4,1,3,2,2,2,3,2,3,2,2,3,3,4,1,2,3,3,2,2,2,3,1,1966,4
16472,1,2,3,3,2,2,3,2,4,1,1,2,3,2,3,3,4,1,2,3,2,2,2,1,4,2,1965,3
16472,2,2,3,3,2,2,3,1,2,3,2,3,2,3,2,2,3,2,3,2,4,1,2,2,3,1,1979,2
16472,2,3,2,4,1,3,2,2,3,2,1,3,2,3,2,2,4,1,3,2,2,2,2,2,3,1,1969,3
16472,2,3,2,2,3,1,4,3,2,3,3,3,2,3,2,3,2,3,2,3,4,2,3,2,3,2,1960,5
16475,2,2,3,4,1,3,2,3,4,1,1,3,2,3,2,2,4,1,4,1,3,2,2,3,2,1,1976,5
16475,3,1,4,3,2,1,4,4,1,4,3,3,2,1,4,4,1,4,2,3,2,2,2,3,2,2,1970,5
16475,2,2,3,2,3,2,3,2,2,3,2,2,3,2,3,2,2,3,2,3,1,2,1,2,3,1,1961,5
16476,2,4,1,4,1,4,1,1,4,1,1,4,1,4,1,2,4,1,4,1,1,1,1,1,4,1,1980,5
16476,2,4,1,4,1,4,1,2,4,1,1,4,1,2,3,3,4,1,4,1,1,1,1,1,4,1,1958,5
16476,1,4,1,4,1,4,1,1,4,1,1,4,1,3,2,2,4,1,2,3,1,2,1,1,4,2,1988,4
16476,1,4,1,4,1,4,1,1,4,1,1,4,1,4,1,1,4,1,4,1,2,1,2,1,4,1,1973,4
16476,1,4,1,4,1,4,1,1,4,1,1,4,1,3,2,1,4,1,4,1,1,1,1,1,4,2,1959,5
16476,3,2,3,4,1,2,3,2,3,2,2,3,2,2,3,2,4,1,2,3,2,1,1,2,3,2,1960,5
16476,2,3,2,4,1,3,2,1,2,3,1,4,1,3,2,1,4,1,4,1,1,1,1,1,4,1,1957,5
16476,3,2,3,3,2,2,3,3,2,3,3,2,3,2,3,3,4,1,2,3,1,2,1,2,3,1,1962,5
16476,1,2,3,4,1,2,3,2,4,1,1,3,2,4,1,2,4,1,2,3,3,2,2,2,3,2,1982,5
16480,1,4,1,4,1,4,1,2,4,1,1,4,1,4,1,3,2,3,2,3,3,2,2,2,3,1,1964,5
16480,1,4,1,4,1,4,1,2,4,1,1,3,2,4,1,2,3,2,2,3,3,1,2,1,4,1,1971,6
16480,2,4,1,4,1,4,1,2,1,4,1,4,1,4,1,1,4,1,4,1,2,2,4,1,4,1,1965,5
16480,2,3,2,4,1,3,2,2,4,1,1,4,1,4,1,2,4,1,4,1,3,2,2,2,3,1,1961,5
16480,2,4,1,2,3,4,1,2,3,2,1,4,1,4,1,2,4,1,4,1,3,1,2,1,4,2,1962,5
16480,1,1,4,2,3,1,4,2,1,4,2,3,2,2,3,4,4,1,1,4,3,2,2,2,3,2,1985,4
16480,1,2,3,3,2,4,1,2,2,3,1,2,3,3,2,1,4,1,3,2,1,1,3,1,4,2,1986,5
16480,1,3,2,4,1,4,1,2,4,1,1,4,1,4,1,2,4,1,4,1,1,1,1,1,4,1,1981,5
16480,1,3,2,4,1,4,1,1,2,3,1,4,1,4,1,2,4,1,3,2,1,2,2,1,4,2,1966,4
16480,1,2,3,4,1,2,3,2,4,1,1,3,2,4,1,3,4,1,3,2,1,1,1,1,4,2,1965,5
16480,2,3,2,4,1,3,2,2,2,3,2,3,2,3,2,2,3,2,3,2,4,1,3,2,3,1,1970,5
16480,1,2,3,3,2,3,2,2,3,2,1,3,2,2,3,3,4,1,3,2,4,1,1,2,3,1,1988,4
16480,1,4,1,4,1,4,1,1,4,1,1,2,3,4,1,1,4,1,4,1,3,4,4,4,1,1,1949,2
16480,1,3,2,2,3,2,3,4,2,3,2,3,2,3,2,1,4,1,1,4,4,2,3,1,4,2, ,5
16480,1,1,4,4,1,2,3,2,3,2,1,1,4,3,2,2,4,1,2,3,4,2,4,2,3,1,1971,2
16480,1,2,3,4,1,2,3,4,2,3,1,1,4,2,3,4,2,3,1,4,1,2,1,3,2,1,1981,5
16480,1,1,4,3,2,2,3,2,3,2,1,3,2,3,2,1,2,3,3,2,4,2,3,2,3,1,1972,5
16480,2,4,1,4,1,3,2,2,4,1,1,4,1,4,1,2,4,1,3,2,2,1,1,1,4,1,1967,4
16480,2,2,3,4,1,2,3,2,3,2,2,3,2,2,3,2,4,1,3,2,3,1,3,3,2,1,1967,4
